PathwayId:START_ID(Pathway),Relation:TYPE,PathwayId:END_ID(Pathway),RelationName
R-HSA-76002,PathwayToPathway,R-HSA-114508,Is parent of
R-HSA-76002,PathwayToPathway,R-HSA-114604,Is parent of
R-HSA-76002,PathwayToPathway,R-HSA-392518,Is parent of
R-HSA-76002,PathwayToPathway,R-HSA-430116,Is parent of
R-HSA-76002,PathwayToPathway,R-HSA-456926,Is parent of
R-HSA-76002,PathwayToPathway,R-HSA-76005,Is parent of
R-HSA-76002,PathwayToPathway,R-HSA-76009,Is parent of
R-HSA-76005,PathwayToPathway,R-HSA-114516,Is parent of
R-HSA-76005,PathwayToPathway,R-HSA-114608,Is parent of
R-HSA-76009,PathwayToPathway,R-HSA-354192,Is parent of
R-HSA-76009,PathwayToPathway,R-HSA-392023,Is parent of
R-HSA-76042,PathwayToPathway,R-HSA-73776,Is parent of
R-HSA-76042,PathwayToPathway,R-HSA-75953,Is parent of
R-HSA-76046,PathwayToPathway,R-HSA-76061,Is parent of
R-HSA-76046,PathwayToPathway,R-HSA-76066,Is parent of
R-HSA-76046,PathwayToPathway,R-HSA-76071,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77285,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77305,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77310,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77346,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77348,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77350,Is parent of
R-HSA-77286,PathwayToPathway,R-HSA-77352,Is parent of
R-HSA-77289,PathwayToPathway,R-HSA-71032,Is parent of
R-HSA-77289,PathwayToPathway,R-HSA-77286,Is parent of
R-HSA-77289,PathwayToPathway,R-HSA-77288,Is parent of
R-HSA-774815,PathwayToPathway,R-HSA-606279,Is parent of
R-HSA-877300,PathwayToPathway,R-HSA-877312,Is parent of
R-HSA-877300,PathwayToPathway,R-HSA-9732724,Is parent of
R-HSA-881907,PathwayToPathway,R-HSA-2179392,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8847993,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849468,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849469,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849470,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849471,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849472,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849473,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8849474,Is parent of
R-HSA-8848021,PathwayToPathway,R-HSA-8857538,Is parent of
R-HSA-8848584,PathwayToPathway,R-HSA-75896,Is parent of
R-HSA-8848584,PathwayToPathway,R-HSA-9640463,Is parent of
R-HSA-8852135,PathwayToPathway,R-HSA-8866652,Is parent of
R-HSA-8852135,PathwayToPathway,R-HSA-8866654,Is parent of
R-HSA-8856688,PathwayToPathway,R-HSA-6811434,Is parent of
R-HSA-8856688,PathwayToPathway,R-HSA-6811436,Is parent of
R-HSA-8856828,PathwayToPathway,R-HSA-8856825,Is parent of
R-HSA-8863678,PathwayToPathway,R-HSA-8862803,Is parent of
R-HSA-8863795,PathwayToPathway,R-HSA-1358803,Is parent of
R-HSA-8864260,PathwayToPathway,R-HSA-8866904,Is parent of
R-HSA-8864260,PathwayToPathway,R-HSA-8866906,Is parent of
R-HSA-8864260,PathwayToPathway,R-HSA-8866907,Is parent of
R-HSA-8864260,PathwayToPathway,R-HSA-8866910,Is parent of
R-HSA-8864260,PathwayToPathway,R-HSA-8866911,Is parent of
R-HSA-8864260,PathwayToPathway,R-HSA-8869496,Is parent of
R-HSA-8868766,PathwayToPathway,R-HSA-6793080,Is parent of
R-HSA-8868773,PathwayToPathway,R-HSA-6790901,Is parent of
R-HSA-8868773,PathwayToPathway,R-HSA-6791226,Is parent of
R-HSA-8875878,PathwayToPathway,R-HSA-8874081,Is parent of
R-HSA-8875878,PathwayToPathway,R-HSA-8875513,Is parent of
R-HSA-8875878,PathwayToPathway,R-HSA-8875555,Is parent of
R-HSA-8876384,PathwayToPathway,R-HSA-8875360,Is parent of
R-HSA-8876384,PathwayToPathway,R-HSA-8876493,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8941855,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8941856,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8941858,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8949275,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8951430,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8951671,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8951911,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8951936,Is parent of
R-HSA-8878159,PathwayToPathway,R-HSA-8952158,Is parent of
R-HSA-8878166,PathwayToPathway,R-HSA-8939902,Is parent of
R-HSA-8878166,PathwayToPathway,R-HSA-8941326,Is parent of
R-HSA-8878166,PathwayToPathway,R-HSA-8941332,Is parent of
R-HSA-8878166,PathwayToPathway,R-HSA-8941333,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8877330,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8931987,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8934593,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8935964,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8936459,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939236,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939242,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939243,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939245,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939246,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939247,Is parent of
R-HSA-8878171,PathwayToPathway,R-HSA-8939256,Is parent of
R-HSA-888590,PathwayToPathway,R-HSA-888568,Is parent of
R-HSA-888590,PathwayToPathway,R-HSA-888593,Is parent of
R-HSA-888590,PathwayToPathway,R-HSA-916853,Is parent of
R-HSA-8935690,PathwayToPathway,R-HSA-189085,Is parent of
R-HSA-8935690,PathwayToPathway,R-HSA-192456,Is parent of
R-HSA-8939211,PathwayToPathway,R-HSA-9009391,Is parent of
R-HSA-8939211,PathwayToPathway,R-HSA-9018519,Is parent of
R-HSA-8941326,PathwayToPathway,R-HSA-8940973,Is parent of
R-HSA-8941326,PathwayToPathway,R-HSA-8941284,Is parent of
R-HSA-8943723,PathwayToPathway,R-HSA-8948700,Is parent of
R-HSA-8949215,PathwayToPathway,R-HSA-8949664,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-194441,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-428359,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-429914,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-450531,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-72086,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-72203,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-72306,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-72312,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-75067,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-75072,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-927802,Is parent of
R-HSA-8953854,PathwayToPathway,R-HSA-9836573,Is parent of
R-HSA-8953897,PathwayToPathway,R-HSA-2262752,Is parent of
R-HSA-8953897,PathwayToPathway,R-HSA-5660526,Is parent of
R-HSA-8956319,PathwayToPathway,R-HSA-73621,Is parent of
R-HSA-8956319,PathwayToPathway,R-HSA-74259,Is parent of
R-HSA-8956319,PathwayToPathway,R-HSA-8850843,Is parent of
R-HSA-8956320,PathwayToPathway,R-HSA-500753,Is parent of
R-HSA-8956320,PathwayToPathway,R-HSA-73817,Is parent of
R-HSA-8956321,PathwayToPathway,R-HSA-73614,Is parent of
R-HSA-8956321,PathwayToPathway,R-HSA-74217,Is parent of
R-HSA-8957322,PathwayToPathway,R-HSA-1655829,Is parent of
R-HSA-8957322,PathwayToPathway,R-HSA-191273,Is parent of
R-HSA-8957322,PathwayToPathway,R-HSA-194068,Is parent of
R-HSA-8957322,PathwayToPathway,R-HSA-196071,Is parent of
R-HSA-8957322,PathwayToPathway,R-HSA-196791,Is parent of
R-HSA-8963676,PathwayToPathway,R-HSA-8963678,Is parent of
R-HSA-8963676,PathwayToPathway,R-HSA-8981373,Is parent of
R-HSA-8963691,PathwayToPathway,R-HSA-8963684,Is parent of
R-HSA-8963691,PathwayToPathway,R-HSA-8964208,Is parent of
R-HSA-8963743,PathwayToPathway,R-HSA-8935690,Is parent of
R-HSA-8963743,PathwayToPathway,R-HSA-8963676,Is parent of
R-HSA-8963898,PathwayToPathway,R-HSA-8866423,Is parent of
R-HSA-8963898,PathwayToPathway,R-HSA-8963888,Is parent of
R-HSA-8963898,PathwayToPathway,R-HSA-8963896,Is parent of
R-HSA-8963899,PathwayToPathway,R-HSA-8963889,Is parent of
R-HSA-8963899,PathwayToPathway,R-HSA-8963901,Is parent of
R-HSA-8963899,PathwayToPathway,R-HSA-8964041,Is parent of
R-HSA-8963899,PathwayToPathway,R-HSA-8964058,Is parent of
R-HSA-8964043,PathwayToPathway,R-HSA-8866427,Is parent of
R-HSA-8964043,PathwayToPathway,R-HSA-8964011,Is parent of
R-HSA-8964043,PathwayToPathway,R-HSA-8964026,Is parent of
R-HSA-8964043,PathwayToPathway,R-HSA-8964038,Is parent of
R-HSA-8964043,PathwayToPathway,R-HSA-8964046,Is parent of
R-HSA-8978868,PathwayToPathway,R-HSA-200425,Is parent of
R-HSA-8978868,PathwayToPathway,R-HSA-2046104,Is parent of
R-HSA-8978868,PathwayToPathway,R-HSA-2142753,Is parent of
R-HSA-8978868,PathwayToPathway,R-HSA-390918,Is parent of
R-HSA-8978868,PathwayToPathway,R-HSA-75105,Is parent of
R-HSA-8978868,PathwayToPathway,R-HSA-77289,Is parent of
R-HSA-8978934,PathwayToPathway,R-HSA-1474151,Is parent of
R-HSA-8978934,PathwayToPathway,R-HSA-2142789,Is parent of
R-HSA-8978934,PathwayToPathway,R-HSA-389542,Is parent of
R-HSA-8979227,PathwayToPathway,R-HSA-163560,Is parent of
R-HSA-8979227,PathwayToPathway,R-HSA-75109,Is parent of
R-HSA-8982491,PathwayToPathway,R-HSA-3322077,Is parent of
R-HSA-8982491,PathwayToPathway,R-HSA-70221,Is parent of
R-HSA-8986944,PathwayToPathway,R-HSA-9022692,Is parent of
R-HSA-8986944,PathwayToPathway,R-HSA-9022699,Is parent of
R-HSA-8986944,PathwayToPathway,R-HSA-9022702,Is parent of
R-HSA-8986944,PathwayToPathway,R-HSA-9022707,Is parent of
R-HSA-8986944,PathwayToPathway,R-HSA-9022927,Is parent of
R-HSA-9005891,PathwayToPathway,R-HSA-9022534,Is parent of
R-HSA-9005891,PathwayToPathway,R-HSA-9022535,Is parent of
R-HSA-9005891,PathwayToPathway,R-HSA-9022537,Is parent of
R-HSA-9005891,PathwayToPathway,R-HSA-9022538,Is parent of
R-HSA-9005895,PathwayToPathway,R-HSA-9005891,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9024909,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9025046,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9026357,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9026519,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9026527,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9028335,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9028731,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9032500,Is parent of
R-HSA-9006115,PathwayToPathway,R-HSA-9032845,Is parent of
R-HSA-9006335,PathwayToPathway,R-HSA-9027276,Is parent of
R-HSA-9006335,PathwayToPathway,R-HSA-9027277,Is parent of
R-HSA-9006335,PathwayToPathway,R-HSA-9027283,Is parent of
R-HSA-9006335,PathwayToPathway,R-HSA-9027284,Is parent of
R-HSA-9006821,PathwayToPathway,R-HSA-9670621,Is parent of
R-HSA-9006925,PathwayToPathway,R-HSA-1257604,Is parent of
R-HSA-9006925,PathwayToPathway,R-HSA-1489509,Is parent of
R-HSA-9006927,PathwayToPathway,R-HSA-8848021,Is parent of
R-HSA-9006931,PathwayToPathway,R-HSA-5362517,Is parent of
R-HSA-9006931,PathwayToPathway,R-HSA-8939211,Is parent of
R-HSA-9006931,PathwayToPathway,R-HSA-9024446,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-1227986,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-1236394,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-1433557,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-166520,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-177929,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-186797,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-190236,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-194138,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-201556,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-2404192,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-6806834,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-74752,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-8852405,Is parent of
R-HSA-9006934,PathwayToPathway,R-HSA-9842663,Is parent of
R-HSA-9006936,PathwayToPathway,R-HSA-1502540,Is parent of
R-HSA-9006936,PathwayToPathway,R-HSA-170834,Is parent of
R-HSA-9006936,PathwayToPathway,R-HSA-201451,Is parent of
R-HSA-9006936,PathwayToPathway,R-HSA-9839373,Is parent of
R-HSA-9007101,PathwayToPathway,R-HSA-8854214,Is parent of
R-HSA-9007101,PathwayToPathway,R-HSA-8876198,Is parent of
R-HSA-9009391,PathwayToPathway,R-HSA-9634635,Is parent of
R-HSA-9009391,PathwayToPathway,R-HSA-9634638,Is parent of
R-HSA-901042,PathwayToPathway,R-HSA-901032,Is parent of
R-HSA-9012852,PathwayToPathway,R-HSA-9013507,Is parent of
R-HSA-9012852,PathwayToPathway,R-HSA-9013508,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-8980692,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013026,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013106,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013148,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013149,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013404,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013405,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013406,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013407,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013408,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013409,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013420,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013423,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9013424,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9035034,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9696264,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9696270,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9696273,Is parent of
R-HSA-9012999,PathwayToPathway,R-HSA-9706574,Is parent of
R-HSA-9013507,PathwayToPathway,R-HSA-9017802,Is parent of
R-HSA-9013694,PathwayToPathway,R-HSA-9013695,Is parent of
R-HSA-9013694,PathwayToPathway,R-HSA-9013700,Is parent of
R-HSA-9013694,PathwayToPathway,R-HSA-9604323,Is parent of
R-HSA-9013973,PathwayToPathway,R-HSA-9828211,Is parent of
R-HSA-9018677,PathwayToPathway,R-HSA-9018676,Is parent of
R-HSA-9018677,PathwayToPathway,R-HSA-9018681,Is parent of
R-HSA-9018677,PathwayToPathway,R-HSA-9018682,Is parent of
R-HSA-9018677,PathwayToPathway,R-HSA-9020265,Is parent of
R-HSA-9018677,PathwayToPathway,R-HSA-9026395,Is parent of
R-HSA-9018678,PathwayToPathway,R-HSA-2142700,Is parent of
R-HSA-9018678,PathwayToPathway,R-HSA-9018677,Is parent of
R-HSA-9018678,PathwayToPathway,R-HSA-9018679,Is parent of
R-HSA-9018678,PathwayToPathway,R-HSA-9018683,Is parent of
R-HSA-9018678,PathwayToPathway,R-HSA-9027604,Is parent of
R-HSA-9018679,PathwayToPathway,R-HSA-9018896,Is parent of
R-HSA-9018679,PathwayToPathway,R-HSA-9023661,Is parent of
R-HSA-9018682,PathwayToPathway,R-HSA-9027307,Is parent of
R-HSA-9018683,PathwayToPathway,R-HSA-9025094,Is parent of
R-HSA-9018683,PathwayToPathway,R-HSA-9025106,Is parent of
R-HSA-9020591,PathwayToPathway,R-HSA-8950505,Is parent of
R-HSA-9020702,PathwayToPathway,R-HSA-445989,Is parent of
R-HSA-9020702,PathwayToPathway,R-HSA-5684264,Is parent of
R-HSA-9024446,PathwayToPathway,R-HSA-9029558,Is parent of
R-HSA-9024446,PathwayToPathway,R-HSA-9029569,Is parent of
R-HSA-9024446,PathwayToPathway,R-HSA-9031525,Is parent of
R-HSA-9024446,PathwayToPathway,R-HSA-9031528,Is parent of
R-HSA-9024446,PathwayToPathway,R-HSA-9623433,Is parent of
R-HSA-9024446,PathwayToPathway,R-HSA-9632974,Is parent of
R-HSA-9025094,PathwayToPathway,R-HSA-9026286,Is parent of
R-HSA-9025094,PathwayToPathway,R-HSA-9026290,Is parent of
R-HSA-9025094,PathwayToPathway,R-HSA-9026403,Is parent of
R-HSA-9026395,PathwayToPathway,R-HSA-9026762,Is parent of
R-HSA-9026395,PathwayToPathway,R-HSA-9026766,Is parent of
R-HSA-9032500,PathwayToPathway,R-HSA-9032759,Is parent of
R-HSA-9033241,PathwayToPathway,R-HSA-9033500,Is parent of
R-HSA-9033658,PathwayToPathway,R-HSA-9033807,Is parent of
R-HSA-9033658,PathwayToPathway,R-HSA-9037628,Is parent of
R-HSA-9033658,PathwayToPathway,R-HSA-9037629,Is parent of
R-HSA-9034015,PathwayToPathway,R-HSA-9034013,Is parent of
R-HSA-9034015,PathwayToPathway,R-HSA-9034793,Is parent of
R-HSA-9034015,PathwayToPathway,R-HSA-9034864,Is parent of
R-HSA-9034015,PathwayToPathway,R-HSA-9603381,Is parent of
R-HSA-9034015,PathwayToPathway,R-HSA-9603505,Is parent of
R-HSA-9036866,PathwayToPathway,R-HSA-167060,Is parent of
R-HSA-909733,PathwayToPathway,R-HSA-912694,Is parent of
R-HSA-913531,PathwayToPathway,R-HSA-1169410,Is parent of
R-HSA-913531,PathwayToPathway,R-HSA-877300,Is parent of
R-HSA-913531,PathwayToPathway,R-HSA-909733,Is parent of
R-HSA-913709,PathwayToPathway,R-HSA-977068,Is parent of
R-HSA-917937,PathwayToPathway,R-HSA-917977,Is parent of
R-HSA-927802,PathwayToPathway,R-HSA-975956,Is parent of
R-HSA-927802,PathwayToPathway,R-HSA-975957,Is parent of
R-HSA-936964,PathwayToPathway,R-HSA-9824878,Is parent of
R-HSA-937061,PathwayToPathway,R-HSA-2562578,Is parent of
R-HSA-937061,PathwayToPathway,R-HSA-445989,Is parent of
R-HSA-937061,PathwayToPathway,R-HSA-450294,Is parent of
R-HSA-937061,PathwayToPathway,R-HSA-936964,Is parent of
R-HSA-937061,PathwayToPathway,R-HSA-937041,Is parent of
R-HSA-937061,PathwayToPathway,R-HSA-937072,Is parent of
R-HSA-948021,PathwayToPathway,R-HSA-199977,Is parent of
R-HSA-948021,PathwayToPathway,R-HSA-964739,Is parent of
R-HSA-948021,PathwayToPathway,R-HSA-975576,Is parent of
R-HSA-9605308,PathwayToPathway,R-HSA-9605310,Is parent of
R-HSA-9605308,PathwayToPathway,R-HSA-9616333,Is parent of
R-HSA-9605308,PathwayToPathway,R-HSA-9616334,Is parent of
R-HSA-9605308,PathwayToPathway,R-HSA-9629232,Is parent of
R-HSA-9605308,PathwayToPathway,R-HSA-9656249,Is parent of
R-HSA-9605310,PathwayToPathway,R-HSA-9608287,Is parent of
R-HSA-9605310,PathwayToPathway,R-HSA-9608290,Is parent of
R-HSA-9607240,PathwayToPathway,R-HSA-9645135,Is parent of
R-HSA-9607240,PathwayToPathway,R-HSA-9706369,Is parent of
R-HSA-9607240,PathwayToPathway,R-HSA-9706374,Is parent of
R-HSA-9609507,PathwayToPathway,R-HSA-1268020,Is parent of
R-HSA-9609507,PathwayToPathway,R-HSA-9033241,Is parent of
R-HSA-9609507,PathwayToPathway,R-HSA-9603798,Is parent of
R-HSA-9609507,PathwayToPathway,R-HSA-9609523,Is parent of
R-HSA-9609646,PathwayToPathway,R-HSA-9609690,Is parent of
R-HSA-9609646,PathwayToPathway,R-HSA-9610379,Is parent of
R-HSA-9612973,PathwayToPathway,R-HSA-1632852,Is parent of
R-HSA-9612973,PathwayToPathway,R-HSA-9613829,Is parent of
R-HSA-9612973,PathwayToPathway,R-HSA-9615710,Is parent of
R-HSA-9614085,PathwayToPathway,R-HSA-9614399,Is parent of
R-HSA-9614085,PathwayToPathway,R-HSA-9614657,Is parent of
R-HSA-9614085,PathwayToPathway,R-HSA-9615017,Is parent of
R-HSA-9614085,PathwayToPathway,R-HSA-9617629,Is parent of
R-HSA-9614085,PathwayToPathway,R-HSA-9617828,Is parent of
R-HSA-9616333,PathwayToPathway,R-HSA-9630221,Is parent of
R-HSA-9616333,PathwayToPathway,R-HSA-9630222,Is parent of
R-HSA-9630747,PathwayToPathway,R-HSA-9630750,Is parent of
R-HSA-9630747,PathwayToPathway,R-HSA-9632693,Is parent of
R-HSA-9630747,PathwayToPathway,R-HSA-9646303,Is parent of
R-HSA-9630747,PathwayToPathway,R-HSA-9646304,Is parent of
R-HSA-9630750,PathwayToPathway,R-HSA-9630791,Is parent of
R-HSA-9630750,PathwayToPathway,R-HSA-9630794,Is parent of
R-HSA-9632693,PathwayToPathway,R-HSA-9632697,Is parent of
R-HSA-9632693,PathwayToPathway,R-HSA-9632700,Is parent of
R-HSA-9634815,PathwayToPathway,R-HSA-9768759,Is parent of
R-HSA-9634815,PathwayToPathway,R-HSA-9768919,Is parent of
R-HSA-9635486,PathwayToPathway,R-HSA-1222499,Is parent of
R-HSA-9635486,PathwayToPathway,R-HSA-9637628,Is parent of
R-HSA-9635486,PathwayToPathway,R-HSA-9637679,Is parent of
R-HSA-9635486,PathwayToPathway,R-HSA-9637690,Is parent of
R-HSA-9635486,PathwayToPathway,R-HSA-9639775,Is parent of
R-HSA-9637679,PathwayToPathway,R-HSA-9637698,Is parent of
R-HSA-9637687,PathwayToPathway,R-HSA-9636249,Is parent of
R-HSA-9637687,PathwayToPathway,R-HSA-9636383,Is parent of
R-HSA-9637687,PathwayToPathway,R-HSA-9636467,Is parent of
R-HSA-9637690,PathwayToPathway,R-HSA-9635465,Is parent of
R-HSA-9637690,PathwayToPathway,R-HSA-9635644,Is parent of
R-HSA-9637690,PathwayToPathway,R-HSA-9636569,Is parent of
R-HSA-9637690,PathwayToPathway,R-HSA-9636667,Is parent of
R-HSA-9637690,PathwayToPathway,R-HSA-9637687,Is parent of
R-HSA-9645723,PathwayToPathway,R-HSA-9693928,Is parent of
R-HSA-9645723,PathwayToPathway,R-HSA-9710421,Is parent of
R-HSA-9645723,PathwayToPathway,R-HSA-9734009,Is parent of
R-HSA-964739,PathwayToPathway,R-HSA-964827,Is parent of
R-HSA-9649913,PathwayToPathway,R-HSA-9753510,Is parent of
R-HSA-9649913,PathwayToPathway,R-HSA-9753512,Is parent of
R-HSA-9651496,PathwayToPathway,R-HSA-9657688,Is parent of
R-HSA-9651496,PathwayToPathway,R-HSA-9657689,Is parent of
R-HSA-9651496,PathwayToPathway,R-HSA-9662001,Is parent of
R-HSA-9651496,PathwayToPathway,R-HSA-9668250,Is parent of
R-HSA-9651496,PathwayToPathway,R-HSA-9672383,Is parent of
R-HSA-9656249,PathwayToPathway,R-HSA-9656255,Is parent of
R-HSA-9656249,PathwayToPathway,R-HSA-9656256,Is parent of
R-HSA-9656249,PathwayToPathway,R-HSA-9657050,Is parent of
R-HSA-9658195,PathwayToPathway,R-HSA-9664407,Is parent of
R-HSA-9658195,PathwayToPathway,R-HSA-9664420,Is parent of
R-HSA-9658195,PathwayToPathway,R-HSA-9664424,Is parent of
R-HSA-9658195,PathwayToPathway,R-HSA-9664433,Is parent of
R-HSA-9659379,PathwayToPathway,R-HSA-9662360,Is parent of
R-HSA-9659379,PathwayToPathway,R-HSA-9662361,Is parent of
R-HSA-9659787,PathwayToPathway,R-HSA-9661069,Is parent of
R-HSA-9659787,PathwayToPathway,R-HSA-9661070,Is parent of
R-HSA-9660537,PathwayToPathway,R-HSA-9726840,Is parent of
R-HSA-9660537,PathwayToPathway,R-HSA-9726842,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9672387,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9672391,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9672393,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9672395,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9672396,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9672397,Is parent of
R-HSA-9662001,PathwayToPathway,R-HSA-9674519,Is parent of
R-HSA-9662361,PathwayToPathway,R-HSA-9667769,Is parent of
R-HSA-9662851,PathwayToPathway,R-HSA-9660821,Is parent of
R-HSA-9662851,PathwayToPathway,R-HSA-9662834,Is parent of
R-HSA-9662851,PathwayToPathway,R-HSA-9664323,Is parent of
R-HSA-9662851,PathwayToPathway,R-HSA-9664535,Is parent of
R-HSA-9663891,PathwayToPathway,R-HSA-5205647,Is parent of
R-HSA-9663891,PathwayToPathway,R-HSA-9613354,Is parent of
R-HSA-9663891,PathwayToPathway,R-HSA-9646399,Is parent of
R-HSA-9663891,PathwayToPathway,R-HSA-9664873,Is parent of
R-HSA-9664407,PathwayToPathway,R-HSA-9664417,Is parent of
R-HSA-9664417,PathwayToPathway,R-HSA-9664422,Is parent of
R-HSA-9664420,PathwayToPathway,R-HSA-9673324,Is parent of
R-HSA-9664424,PathwayToPathway,R-HSA-9660826,Is parent of
R-HSA-9664433,PathwayToPathway,R-HSA-9662851,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665233,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665244,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665245,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665246,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665247,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665249,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665250,Is parent of
R-HSA-9665230,PathwayToPathway,R-HSA-9665251,Is parent of
R-HSA-9668250,PathwayToPathway,R-HSA-9673202,Is parent of
R-HSA-9668250,PathwayToPathway,R-HSA-9673218,Is parent of
R-HSA-9668250,PathwayToPathway,R-HSA-9673221,Is parent of
R-HSA-9668250,PathwayToPathway,R-HSA-9673240,Is parent of
R-HSA-9669937,PathwayToPathway,R-HSA-9669914,Is parent of
R-HSA-9669937,PathwayToPathway,R-HSA-9669917,Is parent of
R-HSA-9669937,PathwayToPathway,R-HSA-9669924,Is parent of
