DrugId:START_ID(Drug),Relation:TYPE,DiseaseId:END_ID(Disease),RelationName
DB00395,DrugToDisease,C0221505,Contraindication
DB00395,DrugToDisease,C0878588,Contraindication
DB00395,DrugToDisease,C1510472,Contraindication
DB09284,DrugToDisease,C0002962,Indication
DB00268,DrugToDisease,C0013384,Contraindication
DB00268,DrugToDisease,C0085605,Contraindication
DB00268,DrugToDisease,C0039070,Contraindication
DB00268,DrugToDisease,C0030567,Indication
DB00268,DrugToDisease,C0151559,Contraindication
DB00268,DrugToDisease,C0033975,Contraindication
DB00268,DrugToDisease,C0268734,Contraindication
DB00268,DrugToDisease,C0018524,Contraindication
DB00268,DrugToDisease,C0035258,Indication
DB00268,DrugToDisease,C0020651,Contraindication
DB00935,DrugToDisease,C0018799,Contraindication
DB00935,DrugToDisease,C1739363,Contraindication
DB00935,DrugToDisease,C0011849,Contraindication
DB00935,DrugToDisease,C1260880,Indication
DB00935,DrugToDisease,C0020538,Contraindication
DB00935,DrugToDisease,C0151827,Contraindication
DB00935,DrugToDisease,C0015403,Contraindication
DB00935,DrugToDisease,C0027424,Indication
DB00935,DrugToDisease,C0235267,Indication
DB00935,DrugToDisease,C0003850,Contraindication
DB00935,DrugToDisease,C0020550,Contraindication
DB00935,DrugToDisease,C0017605,Contraindication
DB00935,DrugToDisease,C1956346,Contraindication
DB01181,DrugToDisease,C0015624,Contraindication
DB01181,DrugToDisease,C0278996,Off-label use
DB01181,DrugToDisease,C0338656,Contraindication
DB01181,DrugToDisease,C0006413,Off-label use
DB01181,DrugToDisease,C0009421,Contraindication
DB01181,DrugToDisease,C0011175,Contraindication
DB01181,DrugToDisease,C0001126,Contraindication
DB01181,DrugToDisease,C0553580,Off-label use
DB01181,DrugToDisease,C0149925,Off-label use
DB01181,DrugToDisease,C0023530,Contraindication
DB01181,DrugToDisease,C0151773,Contraindication
DB01181,DrugToDisease,C0020433,Contraindication
DB01181,DrugToDisease,C0585442,Off-label use
DB01181,DrugToDisease,C0040034,Contraindication
DB01181,DrugToDisease,C0023895,Contraindication
DB01181,DrugToDisease,C0002871,Contraindication
DB01181,DrugToDisease,C0007131,Off-label use
DB01181,DrugToDisease,C0022658,Contraindication
DB00531,DrugToDisease,C0024299,Indication
DB00531,DrugToDisease,C0026764,Indication
DB00531,DrugToDisease,C0026948,Indication
DB00531,DrugToDisease,C0027819,Indication
DB00531,DrugToDisease,C0035335,Indication
DB00531,DrugToDisease,C0678222,Indication
DB00531,DrugToDisease,C0268381,Indication
DB00531,DrugToDisease,C0019829,Indication
DB00531,DrugToDisease,C0023449,Indication
DB00531,DrugToDisease,C0023434,Indication
DB00531,DrugToDisease,C0026998,Indication
DB00531,DrugToDisease,C0023473,Indication
DB00531,DrugToDisease,C0006413,Indication
DB00531,DrugToDisease,C0023465,Indication
DB00531,DrugToDisease,C1140680,Indication
DB00531,DrugToDisease,C0018939,Contraindication
DB00531,DrugToDisease,C0334663,Indication
DB00531,DrugToDisease,C0334621,Indication
DB11989,DrugToDisease,C0041234,Indication
DB00473,DrugToDisease,C0235063,Contraindication
DB00473,DrugToDisease,C0332798,Contraindication
DB00473,DrugToDisease,C0264886,Contraindication
DB00473,DrugToDisease,C0014544,Contraindication
DB08988,DrugToDisease,C0022658,Contraindication
DB08988,DrugToDisease,C0004093,Contraindication
DB08988,DrugToDisease,C0033845,Contraindication
DB08988,DrugToDisease,C0014544,Contraindication
DB08988,DrugToDisease,C0264886,Contraindication
DB08988,DrugToDisease,C0009324,Contraindication
DB08988,DrugToDisease,C0001403,Contraindication
DB08988,DrugToDisease,C0041974,Contraindication
DB08988,DrugToDisease,C0009806,Contraindication
DB08988,DrugToDisease,C0016977,Contraindication
DB08988,DrugToDisease,C0235063,Contraindication
DB08988,DrugToDisease,C0221505,Contraindication
DB08988,DrugToDisease,C0021390,Contraindication
DB08988,DrugToDisease,C0740858,Contraindication
DB08988,DrugToDisease,C0878588,Contraindication
DB08988,DrugToDisease,C0020676,Contraindication
DB08988,DrugToDisease,C0033937,Contraindication
DB08988,DrugToDisease,C0023895,Contraindication
DB08988,DrugToDisease,C0036974,Contraindication
DB08988,DrugToDisease,C0085633,Contraindication
DB08988,DrugToDisease,C0151559,Contraindication
DB08988,DrugToDisease,C0242184,Contraindication
DB08988,DrugToDisease,C0006118,Contraindication
DB08988,DrugToDisease,C0028756,Contraindication
DB08988,DrugToDisease,C0001957,Contraindication
DB08988,DrugToDisease,C0001969,Contraindication
DB08988,DrugToDisease,C0011175,Contraindication
DB08988,DrugToDisease,C0009421,Contraindication
DB08988,DrugToDisease,C1510472,Contraindication
DB08988,DrugToDisease,C1739363,Contraindication
DB08988,DrugToDisease,C0034067,Contraindication
DB08988,DrugToDisease,C0034072,Contraindication
DB08988,DrugToDisease,C0740577,Contraindication
DB08988,DrugToDisease,C0018674,Contraindication
DB13160,DrugToDisease,C0221505,Contraindication
DB13160,DrugToDisease,C1739363,Contraindication
DB13160,DrugToDisease,C0011175,Contraindication
DB13160,DrugToDisease,C0036974,Contraindication
DB13160,DrugToDisease,C0009324,Contraindication
DB13160,DrugToDisease,C0740577,Contraindication
DB13160,DrugToDisease,C0001969,Contraindication
DB13160,DrugToDisease,C0151559,Contraindication
DB13160,DrugToDisease,C0020676,Contraindication
DB13160,DrugToDisease,C0041974,Contraindication
DB13160,DrugToDisease,C1510472,Contraindication
DB13160,DrugToDisease,C0033937,Contraindication
DB13160,DrugToDisease,C0034067,Contraindication
DB13160,DrugToDisease,C0022658,Contraindication
DB13160,DrugToDisease,C0006118,Contraindication
DB13160,DrugToDisease,C0028756,Contraindication
DB13160,DrugToDisease,C0014544,Contraindication
DB13160,DrugToDisease,C0033845,Contraindication
DB13160,DrugToDisease,C0001957,Contraindication
DB13160,DrugToDisease,C0085633,Contraindication
DB13160,DrugToDisease,C0242184,Contraindication
DB13160,DrugToDisease,C0004093,Contraindication
DB13160,DrugToDisease,C0001403,Contraindication
DB13160,DrugToDisease,C0021390,Contraindication
DB13160,DrugToDisease,C0740858,Contraindication
DB13160,DrugToDisease,C0023895,Contraindication
DB13160,DrugToDisease,C0009421,Contraindication
DB13160,DrugToDisease,C0016977,Contraindication
DB13160,DrugToDisease,C0235063,Contraindication
DB13160,DrugToDisease,C0878588,Contraindication
DB13160,DrugToDisease,C0264886,Contraindication
DB13160,DrugToDisease,C0018674,Contraindication
DB13160,DrugToDisease,C0009806,Contraindication
DB13160,DrugToDisease,C0034072,Contraindication
DB09304,DrugToDisease,C0011581,Indication
DB01619,DrugToDisease,C0009766,Indication
DB01619,DrugToDisease,C0033774,Indication
DB01619,DrugToDisease,C1260880,Indication
DB01619,DrugToDisease,C0343065,Indication
DB01619,DrugToDisease,C0035460,Indication
DB01619,DrugToDisease,C0042109,Indication
DB01619,DrugToDisease,C0027424,Indication
DB01619,DrugToDisease,C0037383,Indication
DB01619,DrugToDisease,C2607914,Indication
DB04819,DrugToDisease,C0035460,Indication
DB04819,DrugToDisease,C0343065,Indication
DB04819,DrugToDisease,C0033774,Indication
DB04819,DrugToDisease,C0267509,Contraindication
DB04819,DrugToDisease,C0403654,Contraindication
DB04819,DrugToDisease,C0020550,Contraindication
DB04819,DrugToDisease,C0042109,Indication
DB04819,DrugToDisease,C0009766,Indication
DB04819,DrugToDisease,C0030920,Contraindication
DB04819,DrugToDisease,C0037383,Indication
DB04819,DrugToDisease,C0028840,Contraindication
DB04819,DrugToDisease,C2607914,Indication
DB04819,DrugToDisease,C0027424,Indication
DB04819,DrugToDisease,C0017605,Contraindication
DB04819,DrugToDisease,C1260880,Indication
DB04819,DrugToDisease,C0020538,Contraindication
DB04819,DrugToDisease,C1739363,Contraindication
DB00827,DrugToDisease,C0042029,Indication
DB00474,DrugToDisease,C0024117,Contraindication
DB00474,DrugToDisease,C0036974,Contraindication
DB00474,DrugToDisease,C0004096,Contraindication
DB00474,DrugToDisease,C0022658,Contraindication
DB00474,DrugToDisease,C0032708,Contraindication
DB00474,DrugToDisease,C0745138,Contraindication
DB00474,DrugToDisease,C0002871,Contraindication
DB00474,DrugToDisease,C0085605,Contraindication
DB00474,DrugToDisease,C0014544,Contraindication
DB00474,DrugToDisease,C0028756,Contraindication
DB00474,DrugToDisease,C0264716,Contraindication
DB00441,DrugToDisease,C0040034,Contraindication
DB00441,DrugToDisease,C0153594,Off-label use
DB00441,DrugToDisease,C0022658,Contraindication
DB00441,DrugToDisease,C0151773,Contraindication
DB00441,DrugToDisease,C0278996,Off-label use
DB00441,DrugToDisease,C0007131,Indication
DB00441,DrugToDisease,C0149925,Off-label use
DB00441,DrugToDisease,C0023530,Contraindication
DB00441,DrugToDisease,C0002871,Contraindication
DB00441,DrugToDisease,C0281361,Indication
DB00441,DrugToDisease,C0005684,Off-label use
DB00441,DrugToDisease,C0023895,Contraindication
DB00441,DrugToDisease,C0019061,Contraindication
DB00441,DrugToDisease,C1140680,Indication
DB00441,DrugToDisease,C0009450,Contraindication
DB00441,DrugToDisease,C0206061,Contraindication
DB00441,DrugToDisease,C0553580,Off-label use
DB00193,DrugToDisease,C0235063,Contraindication
DB00193,DrugToDisease,C0011581,Contraindication
DB00193,DrugToDisease,C0740858,Contraindication
DB00193,DrugToDisease,C0014544,Contraindication
DB00193,DrugToDisease,C0027796,Off-label use
DB00193,DrugToDisease,C0150055,Indication
DB00193,DrugToDisease,C0152128,Contraindication
DB00193,DrugToDisease,C0236663,Contraindication
DB00193,DrugToDisease,C0020473,Contraindication
DB00193,DrugToDisease,C0029408,Indication
DB00193,DrugToDisease,C0151559,Contraindication
DB00193,DrugToDisease,C0033845,Contraindication
DB00193,DrugToDisease,C0268734,Contraindication
DB00193,DrugToDisease,C0412850,Contraindication
DB00193,DrugToDisease,C0001973,Contraindication
DB00193,DrugToDisease,C0237963,Contraindication
DB00193,DrugToDisease,C0023895,Contraindication
DB00193,DrugToDisease,C0016053,Off-label use
DB00193,DrugToDisease,C0014544,Contraindication
DB00193,DrugToDisease,C0023890,Contraindication
DB00193,DrugToDisease,C0085605,Contraindication
DB00193,DrugToDisease,C0020538,Contraindication
DB00193,DrugToDisease,C0018674,Contraindication
DB00193,DrugToDisease,C0699828,Contraindication
DB00193,DrugToDisease,C0001969,Contraindication
DB00193,DrugToDisease,C0007684,Contraindication
DB00193,DrugToDisease,C0030193,Indication
DB00193,DrugToDisease,C0011849,Contraindication
DB00193,DrugToDisease,C0438696,Contraindication
DB00344,DrugToDisease,C0020550,Contraindication
DB00344,DrugToDisease,C0017605,Contraindication
DB00344,DrugToDisease,C0001973,Contraindication
DB00344,DrugToDisease,C0036341,Contraindication
DB00344,DrugToDisease,C0017168,Contraindication
DB00344,DrugToDisease,C0014544,Contraindication
DB00344,DrugToDisease,C1739363,Contraindication
DB00344,DrugToDisease,C0005586,Contraindication
DB00344,DrugToDisease,C0264886,Contraindication
DB00344,DrugToDisease,C3489393,Contraindication
DB00344,DrugToDisease,C0017601,Contraindication
DB00344,DrugToDisease,C0028840,Contraindication
DB00344,DrugToDisease,C0007384,Off-label use
DB00344,DrugToDisease,C0267509,Contraindication
DB00344,DrugToDisease,C0011581,Indication
DB00344,DrugToDisease,C0023895,Contraindication
DB00344,DrugToDisease,C0004096,Contraindication
DB00344,DrugToDisease,C0497327,Contraindication
DB00540,DrugToDisease,C0035078,Contraindication
DB00540,DrugToDisease,C0014544,Contraindication
DB00540,DrugToDisease,C0027051,Contraindication
DB00540,DrugToDisease,C0542269,Contraindication
DB00540,DrugToDisease,C0011581,Indication
DB00540,DrugToDisease,C0040479,Contraindication
DB00540,DrugToDisease,C0020550,Contraindication
DB00540,DrugToDisease,C0039239,Contraindication
DB00540,DrugToDisease,C0027796,Off-label use
DB00540,DrugToDisease,C0338873,Contraindication
DB00540,DrugToDisease,C0017612,Contraindication
DB00540,DrugToDisease,C0017601,Contraindication
DB00540,DrugToDisease,C0038454,Contraindication
DB00540,DrugToDisease,C0014544,Contraindication
DB00540,DrugToDisease,C1141890,Contraindication
DB00540,DrugToDisease,C0264886,Contraindication
DB00540,DrugToDisease,C0001973,Contraindication
DB00540,DrugToDisease,C1263846,Off-label use
DB00540,DrugToDisease,C1739363,Contraindication
DB00540,DrugToDisease,C0085605,Contraindication
DB00208,DrugToDisease,C0237938,Contraindication
DB00208,DrugToDisease,C0040034,Contraindication
DB00208,DrugToDisease,C0019080,Contraindication
DB00208,DrugToDisease,C1260899,Contraindication
DB00208,DrugToDisease,C0034155,Contraindication
DB00208,DrugToDisease,C0027947,Contraindication
DB00208,DrugToDisease,C0005779,Contraindication
DB00208,DrugToDisease,C0008370,Contraindication
DB00208,DrugToDisease,C0023418,Contraindication
DB00208,DrugToDisease,C0003969,Contraindication
DB00208,DrugToDisease,C0268734,Contraindication
DB00208,DrugToDisease,C0020473,Contraindication
DB00208,DrugToDisease,C0017181,Contraindication
DB00208,DrugToDisease,C2937358,Contraindication
DB00208,DrugToDisease,C0340613,Contraindication
DB01581,DrugToDisease,C0022658,Contraindication
DB01581,DrugToDisease,C0032708,Contraindication
DB01581,DrugToDisease,C0018939,Contraindication
DB01581,DrugToDisease,C0151482,Contraindication
DB01581,DrugToDisease,C0023895,Contraindication
DB01581,DrugToDisease,C0272053,Contraindication
DB09085,DrugToDisease,C0042164,Contraindication
DB09085,DrugToDisease,C0235063,Contraindication
DB09085,DrugToDisease,C0015403,Contraindication
DB09085,DrugToDisease,C0332798,Contraindication
DB09085,DrugToDisease,C0014544,Contraindication
DB09085,DrugToDisease,C0033774,Indication
DB09085,DrugToDisease,C0026896,Contraindication
DB09085,DrugToDisease,C0018799,Contraindication
DB09085,DrugToDisease,C0022658,Contraindication
DB09085,DrugToDisease,C0023895,Contraindication
DB09085,DrugToDisease,C0007222,Contraindication
DB09085,DrugToDisease,C0264886,Contraindication
DB09085,DrugToDisease,C0020550,Contraindication
DB09085,DrugToDisease,C0268379,Contraindication
DB06148,DrugToDisease,C1269683,Indication
DB00428,DrugToDisease,C0002871,Contraindication
DB00428,DrugToDisease,C0024586,Off-label use
DB00428,DrugToDisease,C0023530,Contraindication
DB00428,DrugToDisease,C0026946,Contraindication
DB00428,DrugToDisease,C0004623,Contraindication
DB00428,DrugToDisease,C0040034,Contraindication
DB00428,DrugToDisease,C0042769,Contraindication
DB00428,DrugToDisease,C0011849,Contraindication
DB00428,DrugToDisease,C0005779,Contraindication
DB00428,DrugToDisease,C0009450,Contraindication
DB00428,DrugToDisease,C0151773,Contraindication
DB00428,DrugToDisease,C4305467,Indication
DB00428,DrugToDisease,C0011175,Contraindication
DB00428,DrugToDisease,C0023895,Contraindication
DB00428,DrugToDisease,C0022658,Contraindication
DB00518,DrugToDisease,C0027947,Contraindication
DB00518,DrugToDisease,C0030312,Contraindication
DB00518,DrugToDisease,C0153289,Indication
DB00518,DrugToDisease,C0002871,Contraindication
DB00518,DrugToDisease,C0153290,Indication
DB00518,DrugToDisease,C0023895,Contraindication
DB00518,DrugToDisease,C0338437,Indication
DB00518,DrugToDisease,C0152068,Indication
DB00518,DrugToDisease,C0002874,Contraindication
DB01580,DrugToDisease,C0020538,Indication
DB01580,DrugToDisease,C0002962,Indication
DB01580,DrugToDisease,C0085612,Indication
DB01580,DrugToDisease,C0003467,Indication
DB00370,DrugToDisease,C0699828,Contraindication
DB00370,DrugToDisease,C0027947,Contraindication
DB00370,DrugToDisease,C0023895,Contraindication
DB00370,DrugToDisease,C0020625,Contraindication
DB00370,DrugToDisease,C0011175,Contraindication
DB00370,DrugToDisease,C0038436,Off-label use
DB00370,DrugToDisease,C0338873,Contraindication
DB00370,DrugToDisease,C0007820,Contraindication
DB00370,DrugToDisease,C0038454,Contraindication
DB00370,DrugToDisease,C0014544,Contraindication
DB00370,DrugToDisease,C0020443,Contraindication
DB00370,DrugToDisease,C0020557,Contraindication
DB00370,DrugToDisease,C0392156,Contraindication
DB00370,DrugToDisease,C0002962,Contraindication
DB00370,DrugToDisease,C0020651,Contraindication
DB00370,DrugToDisease,C1269683,Indication
DB00370,DrugToDisease,C0341677,Contraindication
DB00370,DrugToDisease,C0027051,Contraindication
DB00370,DrugToDisease,C0028754,Contraindication
DB00370,DrugToDisease,C0020450,Off-label use
DB08799,DrugToDisease,C0035460,Indication
DB08799,DrugToDisease,C0403654,Contraindication
DB08799,DrugToDisease,C0343065,Indication
DB08799,DrugToDisease,C0030920,Contraindication
DB08799,DrugToDisease,C0020538,Contraindication
DB08799,DrugToDisease,C0267509,Contraindication
DB08799,DrugToDisease,C0560619,Contraindication
DB08799,DrugToDisease,C0027424,Indication
DB08799,DrugToDisease,C0033774,Indication
DB08799,DrugToDisease,C0037383,Indication
DB08799,DrugToDisease,C1260880,Indication
DB08799,DrugToDisease,C0017605,Contraindication
DB08799,DrugToDisease,C0009766,Indication
DB08799,DrugToDisease,C1739363,Contraindication
DB08799,DrugToDisease,C0028840,Contraindication
DB08799,DrugToDisease,C0015403,Contraindication
DB08799,DrugToDisease,C0235267,Indication
DB08799,DrugToDisease,C0011849,Contraindication
DB08799,DrugToDisease,C0020456,Contraindication
DB08799,DrugToDisease,C0020550,Contraindication
DB08799,DrugToDisease,C0007222,Contraindication
DB08799,DrugToDisease,C0042109,Indication
DB08799,DrugToDisease,C2607914,Indication
DB00152,DrugToDisease,C0042847,Indication
DB00152,DrugToDisease,C0027051,Contraindication
DB00152,DrugToDisease,C0085605,Contraindication
DB00152,DrugToDisease,C0341677,Contraindication
DB00152,DrugToDisease,C0014544,Contraindication
DB00152,DrugToDisease,C0349464,Indication
DB00152,DrugToDisease,C0028768,Contraindication
DB00152,DrugToDisease,C0001973,Contraindication
