NodeType: Pathway | PathwayName: Regulation of innate immune responses to cytosolic DNA | PathwayId: R-HSA-3134975
NodeType: Pathway | PathwayName: MyD88 deficiency (TLR2/4) | PathwayId: R-HSA-5602498
NodeType: Pathway | PathwayName: MyD88 deficiency (TLR5) | PathwayId: R-HSA-5602680
NodeType: Pathway | PathwayName: MyD88 dependent cascade initiated on endosome | PathwayId: R-HSA-975155
NodeType: Pathway | PathwayName: MyD88-independent TLR4 cascade | PathwayId: R-HSA-166166
NodeType: Pathway | PathwayName: MyD88:MAL(TIRAP) cascade initiated on plasma membrane | PathwayId: R-HSA-166058
NodeType: Pathway | PathwayName: Myoclonic epilepsy of Lafora | PathwayId: R-HSA-3785653
NodeType: Pathway | PathwayName: Myogenesis | PathwayId: R-HSA-525793
NodeType: Pathway | PathwayName: N-Glycan antennae elongation | PathwayId: R-HSA-975577
NodeType: Pathway | PathwayName: N-glycan antennae elongation in the medial/trans-Golgi | PathwayId: R-HSA-975576
NodeType: Pathway | PathwayName: N-glycan trimming and elongation in the cis-Golgi | PathwayId: R-HSA-964739
NodeType: Pathway | PathwayName: N-glycan trimming in the ER and Calnexin/Calreticulin cycle | PathwayId: R-HSA-532668
NodeType: Pathway | PathwayName: 2-LTR circle formation | PathwayId: R-HSA-164843
NodeType: Pathway | PathwayName: 5-Phosphoribose 1-diphosphate biosynthesis | PathwayId: R-HSA-73843
NodeType: Pathway | PathwayName: A tetrasaccharide linker sequence is required for GAG synthesis | PathwayId: R-HSA-1971475
NodeType: Pathway | PathwayName: ABC transporter disorders | PathwayId: R-HSA-5619084
NodeType: Pathway | PathwayName: ABC transporters in lipid homeostasis | PathwayId: R-HSA-1369062
NodeType: Pathway | PathwayName: ABC-family proteins mediated transport | PathwayId: R-HSA-382556
NodeType: Pathway | PathwayName: ABO blood group biosynthesis | PathwayId: R-HSA-9033807
NodeType: Pathway | PathwayName: ADORA2B mediated anti-inflammatory cytokines production | PathwayId: R-HSA-9660821
NodeType: Pathway | PathwayName: ADP signalling through P2Y purinoceptor 1 | PathwayId: R-HSA-418592
NodeType: Pathway | PathwayName: ADP signalling through P2Y purinoceptor 12 | PathwayId: R-HSA-392170
NodeType: Pathway | PathwayName: AKT phosphorylates targets in the cytosol | PathwayId: R-HSA-198323
NodeType: Pathway | PathwayName: AKT phosphorylates targets in the nucleus | PathwayId: R-HSA-198693
NodeType: Pathway | PathwayName: AKT-mediated inactivation of FOXO1A | PathwayId: R-HSA-211163
NodeType: Pathway | PathwayName: ALK mutants bind TKIs | PathwayId: R-HSA-9700645
NodeType: Pathway | PathwayName: ALKBH2 mediated reversal of alkylation damage | PathwayId: R-HSA-112122
NodeType: Pathway | PathwayName: ALKBH3 mediated reversal of alkylation damage | PathwayId: R-HSA-112126
NodeType: Pathway | PathwayName: AMPK inhibits chREBP transcriptional activation activity | PathwayId: R-HSA-163680
NodeType: Pathway | PathwayName: APC truncation mutants are not K63 polyubiquitinated | PathwayId: R-HSA-5467333
NodeType: Pathway | PathwayName: APC truncation mutants have impaired AXIN binding | PathwayId: R-HSA-5467337
NodeType: Pathway | PathwayName: APC-Cdc20 mediated degradation of Nek2A | PathwayId: R-HSA-179409
NodeType: Pathway | PathwayName: APC/C-mediated degradation of cell cycle proteins | PathwayId: R-HSA-174143
NodeType: Pathway | PathwayName: APC/C:Cdc20 mediated degradation of Cyclin B | PathwayId: R-HSA-174048
NodeType: Pathway | PathwayName: APC/C:Cdc20 mediated degradation of Securin | PathwayId: R-HSA-174154
NodeType: Pathway | PathwayName: APC/C:Cdc20 mediated degradation of mitotic proteins | PathwayId: R-HSA-176409
NodeType: Pathway | PathwayName: APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 | PathwayId: R-HSA-174178
NodeType: Pathway | PathwayName: APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint | PathwayId: R-HSA-179419
NodeType: Pathway | PathwayName: APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway | PathwayId: R-HSA-5649702
NodeType: Pathway | PathwayName: APOBEC3G mediated resistance to HIV-1 infection | PathwayId: R-HSA-180689
NodeType: Pathway | PathwayName: ARL13B-mediated ciliary trafficking of INPP5E | PathwayId: R-HSA-5624958
NodeType: Pathway | PathwayName: ARMS-mediated activation | PathwayId: R-HSA-170984
NodeType: Pathway | PathwayName: ASP-3026-resistant ALK mutants | PathwayId: R-HSA-9717264
NodeType: Pathway | PathwayName: ATF4 activates genes in response to endoplasmic reticulum  stress | PathwayId: R-HSA-380994
NodeType: Pathway | PathwayName: ATF6 (ATF6-alpha) activates chaperone genes | PathwayId: R-HSA-381183
NodeType: Pathway | PathwayName: ATF6 (ATF6-alpha) activates chaperones | PathwayId: R-HSA-381033
NodeType: Pathway | PathwayName: ATF6B (ATF6-beta) activates chaperones | PathwayId: R-HSA-8874177
NodeType: Pathway | PathwayName: ATP sensitive Potassium channels | PathwayId: R-HSA-1296025
NodeType: Pathway | PathwayName: AUF1 (hnRNP D0) binds and destabilizes mRNA | PathwayId: R-HSA-450408
NodeType: Pathway | PathwayName: AURKA Activation by TPX2 | PathwayId: R-HSA-8854518
NodeType: Pathway | PathwayName: AXIN missense mutants destabilize the destruction complex | PathwayId: R-HSA-5467340
NodeType: Pathway | PathwayName: Abacavir ADME | PathwayId: R-HSA-2161522
NodeType: Pathway | PathwayName: Abacavir metabolism | PathwayId: R-HSA-2161541
NodeType: Pathway | PathwayName: Abacavir transmembrane transport | PathwayId: R-HSA-2161517
NodeType: Pathway | PathwayName: Abasic sugar-phosphate removal via the single-nucleotide replacement pathway | PathwayId: R-HSA-73930
NodeType: Pathway | PathwayName: Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects | PathwayId: R-HSA-9659787
NodeType: Pathway | PathwayName: Aberrant regulation of mitotic cell cycle due to RB1 defects | PathwayId: R-HSA-9687139
NodeType: Pathway | PathwayName: Aberrant regulation of mitotic exit in cancer due to RB1 defects | PathwayId: R-HSA-9687136
NodeType: Pathway | PathwayName: Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate | PathwayId: R-HSA-2978092
NodeType: Pathway | PathwayName: Abortive elongation of HIV-1 transcript in the absence of Tat | PathwayId: R-HSA-167242
NodeType: Pathway | PathwayName: Acetylation | PathwayId: R-HSA-156582
NodeType: Pathway | PathwayName: Acetylcholine Neurotransmitter Release Cycle | PathwayId: R-HSA-264642
NodeType: Pathway | PathwayName: Acetylcholine binding and downstream events | PathwayId: R-HSA-181431
NodeType: Pathway | PathwayName: Acetylcholine inhibits contraction of outer hair cells | PathwayId: R-HSA-9667769
NodeType: Pathway | PathwayName: Acetylcholine regulates insulin secretion | PathwayId: R-HSA-399997
NodeType: Pathway | PathwayName: Acrosome Reaction and Sperm:Oocyte Membrane Binding | PathwayId: R-HSA-1300645
NodeType: Pathway | PathwayName: Activated NOTCH1 Transmits Signal to the Nucleus | PathwayId: R-HSA-2122948
NodeType: Pathway | PathwayName: Activated NTRK2 signals through CDK5 | PathwayId: R-HSA-9032845
NodeType: Pathway | PathwayName: Activated NTRK2 signals through FRS2 and FRS3 | PathwayId: R-HSA-9028731
NodeType: Pathway | PathwayName: Activated NTRK2 signals through FYN | PathwayId: R-HSA-9032500
NodeType: Pathway | PathwayName: Activated NTRK2 signals through PI3K | PathwayId: R-HSA-9028335
NodeType: Pathway | PathwayName: Activated NTRK2 signals through PLCG1 | PathwayId: R-HSA-9026527
NodeType: Pathway | PathwayName: Activated NTRK2 signals through RAS | PathwayId: R-HSA-9026519
NodeType: Pathway | PathwayName: Activated NTRK3 signals through PI3K | PathwayId: R-HSA-9603381
NodeType: Pathway | PathwayName: Activated NTRK3 signals through PLCG1 | PathwayId: R-HSA-9034793
NodeType: Pathway | PathwayName: Activated NTRK3 signals through RAS | PathwayId: R-HSA-9034864
NodeType: Pathway | PathwayName: Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 | PathwayId: R-HSA-5625886
NodeType: Pathway | PathwayName: Activated point mutants of FGFR2 | PathwayId: R-HSA-2033519
NodeType: Pathway | PathwayName: Activation and oligomerization of BAK protein | PathwayId: R-HSA-111452
NodeType: Pathway | PathwayName: Activation of AKT2 | PathwayId: R-HSA-165158
NodeType: Pathway | PathwayName: Activation of AMPA receptors | PathwayId: R-HSA-399710
NodeType: Pathway | PathwayName: Activation of AMPK downstream of NMDARs | PathwayId: R-HSA-9619483
NodeType: Pathway | PathwayName: Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins | PathwayId: R-HSA-176814
NodeType: Pathway | PathwayName: Activation of ATR in response to replication stress | PathwayId: R-HSA-176187
NodeType: Pathway | PathwayName: Activation of BAD and translocation to mitochondria | PathwayId: R-HSA-111447
NodeType: Pathway | PathwayName: Activation of BH3-only proteins | PathwayId: R-HSA-114452
NodeType: Pathway | PathwayName: Activation of BIM and translocation to mitochondria | PathwayId: R-HSA-111446
NodeType: Pathway | PathwayName: Activation of BMF and translocation to mitochondria | PathwayId: R-HSA-139910
NodeType: Pathway | PathwayName: Activation of C3 and C5 | PathwayId: R-HSA-174577
NodeType: Pathway | PathwayName: Activation of Ca-permeable Kainate Receptor | PathwayId: R-HSA-451308
NodeType: Pathway | PathwayName: Activation of G protein gated Potassium channels | PathwayId: R-HSA-1296041
NodeType: Pathway | PathwayName: Activation of GABAB receptors | PathwayId: R-HSA-991365
NodeType: Pathway | PathwayName: Activation of HOX genes during differentiation | PathwayId: R-HSA-5619507
NodeType: Pathway | PathwayName: Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE) | PathwayId: R-HSA-936964
NodeType: Pathway | PathwayName: Activation of Matrix Metalloproteinases | PathwayId: R-HSA-1592389
NodeType: Pathway | PathwayName: Activation of NF-kappaB in B cells | PathwayId: R-HSA-1169091
NodeType: Pathway | PathwayName: Activation of NIMA Kinases NEK9, NEK6, NEK7 | PathwayId: R-HSA-2980767
NodeType: Pathway | PathwayName: Activation of NMDA receptors and postsynaptic events | PathwayId: R-HSA-442755
NodeType: Pathway | PathwayName: Activation of NOXA and translocation to mitochondria | PathwayId: R-HSA-111448
NodeType: Pathway | PathwayName: Activation of Na-permeable kainate receptors | PathwayId: R-HSA-451307
NodeType: Pathway | PathwayName: Activation of PPARGC1A (PGC-1alpha) by phosphorylation | PathwayId: R-HSA-2151209
NodeType: Pathway | PathwayName: Activation of PUMA and translocation to mitochondria | PathwayId: R-HSA-139915
NodeType: Pathway | PathwayName: Activation of RAC1 | PathwayId: R-HSA-428540
NodeType: Pathway | PathwayName: Activation of RAC1 downstream of NMDARs | PathwayId: R-HSA-9619229
NodeType: Pathway | PathwayName: Activation of RAS in B cells | PathwayId: R-HSA-1169092
NodeType: Pathway | PathwayName: Activation of SMO | PathwayId: R-HSA-5635838
NodeType: Pathway | PathwayName: Activation of TRKA receptors | PathwayId: R-HSA-187015
NodeType: Pathway | PathwayName: Activation of anterior HOX genes in hindbrain development during early embryogenesis | PathwayId: R-HSA-5617472
NodeType: Pathway | PathwayName: Activation of caspases through apoptosome-mediated cleavage | PathwayId: R-HSA-111459
NodeType: Pathway | PathwayName: Activation of gene expression by SREBF (SREBP) | PathwayId: R-HSA-2426168
NodeType: Pathway | PathwayName: Activation of kainate receptors upon glutamate binding | PathwayId: R-HSA-451326
NodeType: Pathway | PathwayName: Activation of the AP-1 family of transcription factors | PathwayId: R-HSA-450341
NodeType: Pathway | PathwayName: Activation of the TFAP2 (AP-2) family of transcription factors | PathwayId: R-HSA-8866907
NodeType: Pathway | PathwayName: Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S | PathwayId: R-HSA-72662
NodeType: Pathway | PathwayName: Activation of the phototransduction cascade | PathwayId: R-HSA-2485179
NodeType: Pathway | PathwayName: Activation of the pre-replicative complex | PathwayId: R-HSA-68962
NodeType: Pathway | PathwayName: Activation, myristolyation of BID and translocation to mitochondria | PathwayId: R-HSA-75108
NodeType: Pathway | PathwayName: Activation, translocation and oligomerization of BAX | PathwayId: R-HSA-114294
NodeType: Pathway | PathwayName: Acyl chain remodeling of CL | PathwayId: R-HSA-1482798
NodeType: Pathway | PathwayName: Acyl chain remodeling of DAG and TAG | PathwayId: R-HSA-1482883
NodeType: Pathway | PathwayName: Acyl chain remodelling of PC | PathwayId: R-HSA-1482788
NodeType: Pathway | PathwayName: Acyl chain remodelling of PE | PathwayId: R-HSA-1482839
NodeType: Pathway | PathwayName: Acyl chain remodelling of PG | PathwayId: R-HSA-1482925
NodeType: Pathway | PathwayName: Acyl chain remodelling of PI | PathwayId: R-HSA-1482922
NodeType: Pathway | PathwayName: Acyl chain remodelling of PS | PathwayId: R-HSA-1482801
NodeType: Pathway | PathwayName: Adaptive Immune System | PathwayId: R-HSA-1280218
NodeType: Pathway | PathwayName: Adenosine P1 receptors | PathwayId: R-HSA-417973
NodeType: Pathway | PathwayName: Adenylate cyclase activating pathway | PathwayId: R-HSA-170660
NodeType: Pathway | PathwayName: Adenylate cyclase inhibitory pathway | PathwayId: R-HSA-170670
NodeType: Pathway | PathwayName: Adherens junctions interactions | PathwayId: R-HSA-418990
NodeType: Pathway | PathwayName: Adipogenesis | PathwayId: R-HSA-9843745
NodeType: Pathway | PathwayName: Adrenaline signalling through Alpha-2 adrenergic receptor | PathwayId: R-HSA-392023
NodeType: Pathway | PathwayName: Adrenaline,noradrenaline inhibits insulin secretion | PathwayId: R-HSA-400042
NodeType: Pathway | PathwayName: Adrenoceptors | PathwayId: R-HSA-390696
NodeType: Pathway | PathwayName: Advanced glycosylation endproduct receptor signaling | PathwayId: R-HSA-879415
NodeType: Pathway | PathwayName: Aerobic respiration and respiratory electron transport | PathwayId: R-HSA-1428517
NodeType: Pathway | PathwayName: Aflatoxin activation and detoxification | PathwayId: R-HSA-5423646
NodeType: Pathway | PathwayName: Aggrephagy | PathwayId: R-HSA-9646399
NodeType: Pathway | PathwayName: Agmatine biosynthesis | PathwayId: R-HSA-351143
NodeType: Pathway | PathwayName: Alanine metabolism | PathwayId: R-HSA-8964540
NodeType: Pathway | PathwayName: Alkylating DNA damage induced by chemotherapeutic drugs | PathwayId: R-HSA-9730737
NodeType: Pathway | PathwayName: Alpha-defensins | PathwayId: R-HSA-1462054
NodeType: Pathway | PathwayName: Alpha-oxidation of phytanate | PathwayId: R-HSA-389599
NodeType: Pathway | PathwayName: Alpha-protein kinase 1 signaling pathway | PathwayId: R-HSA-9645460
NodeType: Pathway | PathwayName: Alternative Lengthening of Telomeres (ALT) | PathwayId: R-HSA-9006821
NodeType: Pathway | PathwayName: Alternative complement activation | PathwayId: R-HSA-173736
NodeType: Pathway | PathwayName: Amine Oxidase reactions | PathwayId: R-HSA-140179
NodeType: Pathway | PathwayName: Amine ligand-binding receptors | PathwayId: R-HSA-375280
NodeType: Pathway | PathwayName: Amino Acid conjugation | PathwayId: R-HSA-156587
NodeType: Pathway | PathwayName: Amino acid transport across the plasma membrane | PathwayId: R-HSA-352230
NodeType: Pathway | PathwayName: Amino acids regulate mTORC1 | PathwayId: R-HSA-9639288
NodeType: Pathway | PathwayName: Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal | PathwayId: R-HSA-141444
NodeType: Pathway | PathwayName: Amplification of signal from the kinetochores | PathwayId: R-HSA-141424
NodeType: Pathway | PathwayName: Amyloid fiber formation | PathwayId: R-HSA-977225
NodeType: Pathway | PathwayName: Anchoring fibril formation | PathwayId: R-HSA-2214320
NodeType: Pathway | PathwayName: Anchoring of the basal body to the plasma membrane | PathwayId: R-HSA-5620912
NodeType: Pathway | PathwayName: Androgen biosynthesis | PathwayId: R-HSA-193048
NodeType: Pathway | PathwayName: Antagonism of Activin by Follistatin | PathwayId: R-HSA-2473224
NodeType: Pathway | PathwayName: Anti-inflammatory response favouring Leishmania parasite infection | PathwayId: R-HSA-9662851
NodeType: Pathway | PathwayName: Antigen Presentation: Folding, assembly and peptide loading of class I MHC | PathwayId: R-HSA-983170
NodeType: Pathway | PathwayName: Antigen activates B Cell Receptor (BCR) leading to generation of second messengers | PathwayId: R-HSA-983695
NodeType: Pathway | PathwayName: Antigen processing-Cross presentation | PathwayId: R-HSA-1236975
NodeType: Pathway | PathwayName: Antigen processing: Ubiquitination & Proteasome degradation | PathwayId: R-HSA-983168
NodeType: Pathway | PathwayName: Antimicrobial action and antimicrobial resistance in Mtb | PathwayId: R-HSA-9639775
NodeType: Pathway | PathwayName: Antimicrobial peptides | PathwayId: R-HSA-6803157
NodeType: Pathway | PathwayName: Antiviral mechanism by IFN-stimulated genes | PathwayId: R-HSA-1169410
NodeType: Pathway | PathwayName: Apoptosis | PathwayId: R-HSA-109581
NodeType: Pathway | PathwayName: Apoptosis induced DNA fragmentation | PathwayId: R-HSA-140342
NodeType: Pathway | PathwayName: Apoptotic cleavage of cell adhesion  proteins | PathwayId: R-HSA-351906
NodeType: Pathway | PathwayName: Apoptotic cleavage of cellular proteins | PathwayId: R-HSA-111465
NodeType: Pathway | PathwayName: Apoptotic execution phase | PathwayId: R-HSA-75153
